vaf_values	ng_range	score	w_comp	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR
0.7_0.75	4.0_64.0	1.7	0.5	57	137	147	9	9	0	0.864	0.518	0.583	0.382	0.294	0.864	0.439	0.706
0.7_0.75	8.0_64.0	1.7	0.5	38	77	77	6	6	0	0.864	0.5	0.581	0.364	0.33	0.864	0.478	0.67
1.0	4.0_64.0	1.7	0.5	57	82	84	9	9	0	0.864	0.506	0.608	0.37	0.41	0.864	0.556	0.59
1.0	8.0_64.0	1.7	0.5	38	46	47	6	6	0	0.864	0.505	0.62	0.369	0.452	0.864	0.594	0.548
0.1_0.125	4.0_64.0	1.7	0.6	41	8698	6438	25	25	0	0.621	0.425	0.426	0.046	0.005	0.621	0.01	0.995
0.1_0.125	8.0_64.0	1.7	0.6	31	5563	4198	13	13	0	0.705	0.43	0.431	0.135	0.006	0.705	0.012	0.994
0.25	4.0_64.0	1.7	0.6	47	1912	2647	19	19	0	0.712	0.581	0.582	0.293	0.024	0.712	0.046	0.976
0.25	8.0_64.0	1.7	0.6	35	1119	1493	9	9	0	0.795	0.572	0.575	0.367	0.03	0.795	0.058	0.97
0.375	4.0_64.0	1.7	0.6	42	194	244	12	11	1	0.778	0.557	0.581	0.335	0.178	0.778	0.29	0.822
0.375	8.0_64.0	1.7	0.6	29	95	152	7	7	0	0.806	0.615	0.64	0.421	0.234	0.806	0.363	0.766
0.5	4.0_64.0	1.7	0.6	67	361	461	11	11	0	0.859	0.561	0.587	0.42	0.157	0.859	0.265	0.843
0.5	8.0_64.0	1.7	0.6	46	196	251	6	6	0	0.885	0.562	0.595	0.447	0.19	0.885	0.313	0.81
0.7_0.75	4.0_64.0	1.7	0.6	57	123	161	9	9	0	0.864	0.567	0.623	0.431	0.317	0.864	0.464	0.683
0.7_0.75	8.0_64.0	1.7	0.6	38	69	85	6	6	0	0.864	0.552	0.621	0.416	0.355	0.864	0.503	0.645
1.0	4.0_64.0	1.7	0.6	57	78	88	9	9	0	0.864	0.53	0.625	0.394	0.422	0.864	0.567	0.578
1.0	8.0_64.0	1.7	0.6	38	45	48	6	6	0	0.864	0.516	0.628	0.38	0.458	0.864	0.599	0.542
0.1_0.125	4.0_64.0	1.7	0.7	40	8436	6700	26	25	1	0.606	0.443	0.443	0.049	0.005	0.606	0.01	0.995
0.1_0.125	8.0_64.0	1.7	0.7	30	5402	4359	14	13	1	0.682	0.447	0.448	0.129	0.006	0.682	0.012	0.994
0.25	4.0_64.0	1.7	0.7	47	1806	2753	19	19	0	0.712	0.604	0.605	0.316	0.025	0.712	0.048	0.975
0.25	8.0_64.0	1.7	0.7	35	1047	1565	9	9	0	0.795	0.599	0.602	0.394	0.032	0.795	0.062	0.968
0.375	4.0_64.0	1.7	0.7	42	181	257	12	11	1	0.778	0.587	0.608	0.365	0.188	0.778	0.303	0.812
0.375	8.0_64.0	1.7	0.7	29	86	161	7	7	0	0.806	0.652	0.671	0.458	0.252	0.806	0.384	0.748
0.5	4.0_64.0	1.7	0.7	67	326	496	11	11	0	0.859	0.603	0.626	0.462	0.17	0.859	0.284	0.83
0.5	8.0_64.0	1.7	0.7	46	180	267	6	6	0	0.885	0.597	0.627	0.482	0.204	0.885	0.332	0.796
0.7_0.75	4.0_64.0	1.7	0.7	57	112	172	9	9	0	0.864	0.606	0.654	0.47	0.337	0.864	0.485	0.663
0.7_0.75	8.0_64.0	1.7	0.7	38	66	88	6	6	0	0.864	0.571	0.636	0.435	0.365	0.864	0.513	0.635
1.0	4.0_64.0	1.7	0.7	57	70	96	9	9	0	0.864	0.578	0.659	0.442	0.449	0.864	0.591	0.551
1.0	8.0_64.0	1.7	0.7	38	41	52	6	6	0	0.864	0.559	0.657	0.423	0.481	0.864	0.618	0.519
0.1_0.125	4.0_64.0	1.7	0.8	40	8227	6909	26	25	1	0.606	0.456	0.457	0.062	0.005	0.606	0.01	0.995
0.1_0.125	8.0_64.0	1.7	0.8	30	5260	4501	14	13	1	0.682	0.461	0.462	0.143	0.006	0.682	0.012	0.994
0.25	4.0_64.0	1.7	0.8	47	1704	2855	19	19	0	0.712	0.626	0.627	0.338	0.027	0.712	0.052	0.973
0.25	8.0_64.0	1.7	0.8	35	981	1631	9	9	0	0.795	0.624	0.627	0.419	0.034	0.795	0.065	0.966
0.375	4.0_64.0	1.7	0.8	42	165	273	12	11	1	0.778	0.623	0.64	0.401	0.203	0.778	0.322	0.797
0.375	8.0_64.0	1.7	0.8	29	78	169	7	7	0	0.806	0.684	0.7	0.49	0.271	0.806	0.406	0.729
0.5	4.0_64.0	1.7	0.8	67	307	515	11	11	0	0.859	0.627	0.647	0.486	0.179	0.859	0.296	0.821
0.5	8.0_64.0	1.7	0.8	46	167	280	6	6	0	0.885	0.626	0.653	0.511	0.216	0.885	0.347	0.784
0.7_0.75	4.0_64.0	1.7	0.8	57	97	187	9	9	0	0.864	0.658	0.697	0.522	0.37	0.864	0.518	0.63
0.7_0.75	8.0_64.0	1.7	0.8	38	58	96	6	6	0	0.864	0.623	0.677	0.487	0.396	0.864	0.543	0.604
1.0	4.0_64.0	1.7	0.8	57	63	103	9	9	0	0.864	0.62	0.69	0.484	0.475	0.864	0.613	0.525
1.0	8.0_64.0	1.7	0.8	38	36	57	6	6	0	0.864	0.613	0.693	0.477	0.514	0.864	0.645	0.486
0.1_0.125	4.0_64.0	1.7	0.9	40	7974	7162	26	25	1	0.606	0.473	0.474	0.079	0.005	0.606	0.01	0.995
0.1_0.125	8.0_64.0	1.7	0.9	30	5099	4662	14	13	1	0.682	0.478	0.479	0.16	0.006	0.682	0.012	0.994
0.25	4.0_64.0	1.7	0.9	47	1604	2955	19	19	0	0.712	0.648	0.649	0.36	0.028	0.712	0.054	0.972
0.25	8.0_64.0	1.7	0.9	35	922	1690	9	9	0	0.795	0.647	0.649	0.442	0.037	0.795	0.071	0.963
0.375	4.0_64.0	1.7	0.9	42	154	284	12	11	1	0.778	0.648	0.663	0.426	0.214	0.778	0.336	0.786
0.375	8.0_64.0	1.7	0.9	29	70	177	7	7	0	0.806	0.717	0.728	0.523	0.293	0.806	0.43	0.707
0.5	4.0_64.0	1.7	0.9	67	293	529	11	11	0	0.859	0.644	0.662	0.503	0.186	0.859	0.306	0.814
0.5	8.0_64.0	1.7	0.9	46	158	289	6	6	0	0.885	0.647	0.671	0.532	0.225	0.885	0.359	0.775
0.7_0.75	4.0_64.0	1.7	0.9	57	89	195	9	9	0	0.864	0.687	0.72	0.551	0.39	0.864	0.537	0.61
0.7_0.75	8.0_64.0	1.7	0.9	38	53	101	6	6	0	0.864	0.656	0.702	0.52	0.418	0.864	0.563	0.582
1.0	4.0_64.0	1.7	0.9	57	56	110	9	9	0	0.864	0.663	0.72	0.527	0.504	0.864	0.637	0.496
1.0	8.0_64.0	1.7	0.9	38	35	58	6	6	0	0.864	0.624	0.701	0.488	0.521	0.864	0.65	0.479
0.1_0.125	4.0_64.0	1.7	1.0	40	7739	7397	26	25	1	0.606	0.489	0.489	0.095	0.005	0.606	0.01	0.995
0.1_0.125	8.0_64.0	1.7	1.0	30	4945	4816	14	13	1	0.682	0.493	0.494	0.175	0.006	0.682	0.012	0.994
0.25	4.0_64.0	1.7	1.0	47	1532	3027	19	19	0	0.712	0.664	0.665	0.376	0.03	0.712	0.058	0.97
0.25	8.0_64.0	1.7	1.0	35	870	1742	9	9	0	0.795	0.667	0.669	0.462	0.039	0.795	0.074	0.961
0.375	4.0_64.0	1.7	1.0	42	139	299	12	11	1	0.778	0.683	0.693	0.461	0.232	0.778	0.357	0.768
0.375	8.0_64.0	1.7	1.0	29	60	187	7	7	0	0.806	0.757	0.763	0.563	0.326	0.806	0.464	0.674
0.5	4.0_64.0	1.7	1.0	66	262	560	12	11	1	0.846	0.681	0.696	0.527	0.201	0.846	0.325	0.799
0.5	8.0_64.0	1.7	1.0	46	137	310	6	6	0	0.885	0.694	0.713	0.579	0.251	0.885	0.391	0.749
0.7_0.75	4.0_64.0	1.7	1.0	57	80	204	9	9	0	0.864	0.718	0.746	0.582	0.416	0.864	0.562	0.584
0.7_0.75	8.0_64.0	1.7	1.0	38	50	104	6	6	0	0.864	0.675	0.717	0.539	0.432	0.864	0.576	0.568
1.0	4.0_64.0	1.7	1.0	57	55	111	9	9	0	0.864	0.669	0.724	0.533	0.509	0.864	0.641	0.491
1.0	8.0_64.0	1.7	1.0	38	34	59	6	6	0	0.864	0.634	0.708	0.498	0.528	0.864	0.655	0.472
0.1_0.125	4.0_64.0	1.8	0.0	41	10693	4443	25	25	0	0.621	0.294	0.295	-0.085	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.0	31	6849	2912	13	13	0	0.705	0.298	0.3	0.003	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.0	47	2705	1854	19	19	0	0.712	0.407	0.411	0.119	0.017	0.712	0.033	0.983
0.25	8.0_64.0	1.8	0.0	35	1604	1008	9	9	0	0.795	0.386	0.393	0.181	0.021	0.795	0.041	0.979
0.375	4.0_64.0	1.8	0.0	42	298	140	12	11	1	0.778	0.32	0.37	0.098	0.124	0.778	0.214	0.876
0.375	8.0_64.0	1.8	0.0	29	156	91	7	7	0	0.806	0.368	0.424	0.174	0.157	0.806	0.263	0.843
0.5	4.0_64.0	1.8	0.0	67	544	278	11	11	0	0.859	0.338	0.383	0.197	0.11	0.859	0.195	0.89
0.5	8.0_64.0	1.8	0.0	46	281	166	6	6	0	0.885	0.371	0.425	0.256	0.141	0.885	0.243	0.859
0.7_0.75	4.0_64.0	1.8	0.0	57	199	85	9	9	0	0.864	0.299	0.406	0.163	0.223	0.864	0.355	0.777
0.7_0.75	8.0_64.0	1.8	0.0	38	105	49	6	6	0	0.864	0.318	0.439	0.182	0.266	0.864	0.407	0.734
1.0	4.0_64.0	1.8	0.0	57	119	47	9	9	0	0.864	0.283	0.448	0.147	0.324	0.864	0.471	0.676
1.0	8.0_64.0	1.8	0.0	38	67	26	6	6	0	0.864	0.28	0.467	0.144	0.362	0.864	0.51	0.638
0.1_0.125	4.0_64.0	1.8	0.1	41	10466	4670	25	25	0	0.621	0.309	0.31	-0.07	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.1	31	6715	3046	13	13	0	0.705	0.312	0.314	0.017	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.1	47	2631	1928	19	19	0	0.712	0.423	0.427	0.135	0.018	0.712	0.035	0.982
0.25	8.0_64.0	1.8	0.1	35	1567	1045	9	9	0	0.795	0.4	0.407	0.195	0.022	0.795	0.043	0.978
0.375	4.0_64.0	1.8	0.1	42	282	156	12	11	1	0.778	0.356	0.402	0.134	0.13	0.778	0.223	0.87
0.375	8.0_64.0	1.8	0.1	29	143	104	7	7	0	0.806	0.421	0.47	0.227	0.169	0.806	0.279	0.831
0.5	4.0_64.0	1.8	0.1	67	536	286	11	11	0	0.859	0.348	0.392	0.207	0.111	0.859	0.197	0.889
0.5	8.0_64.0	1.8	0.1	46	276	171	6	6	0	0.885	0.383	0.435	0.268	0.143	0.885	0.246	0.857
0.7_0.75	4.0_64.0	1.8	0.1	57	194	90	9	9	0	0.864	0.317	0.42	0.181	0.227	0.864	0.36	0.773
0.7_0.75	8.0_64.0	1.8	0.1	38	101	53	6	6	0	0.864	0.344	0.46	0.208	0.273	0.864	0.415	0.727
1.0	4.0_64.0	1.8	0.1	57	118	48	9	9	0	0.864	0.289	0.453	0.153	0.326	0.864	0.473	0.674
1.0	8.0_64.0	1.8	0.1	38	66	27	6	6	0	0.864	0.29	0.474	0.154	0.365	0.864	0.513	0.635
0.1_0.125	4.0_64.0	1.8	0.2	41	10272	4864	25	25	0	0.621	0.321	0.323	-0.058	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.2	31	6579	3182	13	13	0	0.705	0.326	0.328	0.031	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.2	47	2552	2007	19	19	0	0.712	0.44	0.444	0.152	0.018	0.712	0.035	0.982
0.25	8.0_64.0	1.8	0.2	35	1521	1091	9	9	0	0.795	0.418	0.424	0.213	0.022	0.795	0.043	0.978
0.375	4.0_64.0	1.8	0.2	42	273	165	12	11	1	0.778	0.377	0.421	0.155	0.133	0.778	0.227	0.867
0.375	8.0_64.0	1.8	0.2	29	137	110	7	7	0	0.806	0.445	0.491	0.251	0.175	0.806	0.288	0.825
0.5	4.0_64.0	1.8	0.2	67	520	302	11	11	0	0.859	0.367	0.41	0.226	0.114	0.859	0.201	0.886
0.5	8.0_64.0	1.8	0.2	46	263	184	6	6	0	0.885	0.412	0.461	0.297	0.149	0.885	0.255	0.851
0.7_0.75	4.0_64.0	1.8	0.2	57	191	93	9	9	0	0.864	0.327	0.429	0.191	0.23	0.864	0.363	0.77
0.7_0.75	8.0_64.0	1.8	0.2	38	99	55	6	6	0	0.864	0.357	0.47	0.221	0.277	0.864	0.42	0.723
1.0	4.0_64.0	1.8	0.2	57	114	52	9	9	0	0.864	0.313	0.47	0.177	0.333	0.864	0.481	0.667
1.0	8.0_64.0	1.8	0.2	38	65	28	6	6	0	0.864	0.301	0.482	0.165	0.369	0.864	0.517	0.631
0.1_0.125	4.0_64.0	1.8	0.3	41	10097	5039	25	25	0	0.621	0.333	0.334	-0.046	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.3	31	6473	3288	13	13	0	0.705	0.337	0.339	0.042	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.3	47	2460	2099	19	19	0	0.712	0.46	0.464	0.172	0.019	0.712	0.037	0.981
0.25	8.0_64.0	1.8	0.3	35	1469	1143	9	9	0	0.795	0.438	0.444	0.233	0.023	0.795	0.045	0.977
0.375	4.0_64.0	1.8	0.3	42	269	169	12	11	1	0.778	0.386	0.429	0.164	0.135	0.778	0.23	0.865
0.375	8.0_64.0	1.8	0.3	29	134	113	7	7	0	0.806	0.457	0.502	0.263	0.178	0.806	0.292	0.822
0.5	4.0_64.0	1.8	0.3	67	506	316	11	11	0	0.859	0.384	0.426	0.243	0.117	0.859	0.206	0.883
0.5	8.0_64.0	1.8	0.3	46	257	190	6	6	0	0.885	0.425	0.473	0.31	0.152	0.885	0.259	0.848
0.7_0.75	4.0_64.0	1.8	0.3	57	189	95	9	9	0	0.864	0.335	0.434	0.199	0.232	0.864	0.366	0.768
0.7_0.75	8.0_64.0	1.8	0.3	38	99	55	6	6	0	0.864	0.357	0.47	0.221	0.277	0.864	0.42	0.723
1.0	4.0_64.0	1.8	0.3	57	109	57	9	9	0	0.864	0.343	0.491	0.207	0.343	0.864	0.491	0.657
1.0	8.0_64.0	1.8	0.3	38	63	30	6	6	0	0.864	0.323	0.496	0.187	0.376	0.864	0.524	0.624
0.1_0.125	4.0_64.0	1.8	0.4	41	9896	5240	25	25	0	0.621	0.346	0.347	-0.033	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.4	31	6346	3415	13	13	0	0.705	0.35	0.351	0.055	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.4	47	2393	2166	19	19	0	0.712	0.475	0.478	0.187	0.019	0.712	0.037	0.981
0.25	8.0_64.0	1.8	0.4	35	1427	1185	9	9	0	0.795	0.454	0.459	0.249	0.024	0.795	0.047	0.976
0.375	4.0_64.0	1.8	0.4	42	261	177	12	11	1	0.778	0.404	0.445	0.182	0.139	0.778	0.236	0.861
0.375	8.0_64.0	1.8	0.4	29	129	118	7	7	0	0.806	0.478	0.519	0.284	0.184	0.806	0.3	0.816
0.5	4.0_64.0	1.8	0.4	67	482	340	11	11	0	0.859	0.414	0.452	0.273	0.122	0.859	0.214	0.878
0.5	8.0_64.0	1.8	0.4	46	245	202	6	6	0	0.885	0.452	0.497	0.337	0.158	0.885	0.268	0.842
0.7_0.75	4.0_64.0	1.8	0.4	57	177	107	9	9	0	0.864	0.377	0.469	0.241	0.244	0.864	0.381	0.756
0.7_0.75	8.0_64.0	1.8	0.4	38	94	60	6	6	0	0.864	0.39	0.495	0.254	0.288	0.864	0.432	0.712
1.0	4.0_64.0	1.8	0.4	57	107	59	9	9	0	0.864	0.355	0.5	0.219	0.348	0.864	0.496	0.652
1.0	8.0_64.0	1.8	0.4	38	63	30	6	6	0	0.864	0.323	0.496	0.187	0.376	0.864	0.524	0.624
0.1_0.125	4.0_64.0	1.8	0.5	41	9707	5429	25	25	0	0.621	0.359	0.36	-0.02	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.5	31	6232	3529	13	13	0	0.705	0.362	0.363	0.067	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.5	47	2319	2240	19	19	0	0.712	0.491	0.494	0.203	0.02	0.712	0.039	0.98
0.25	8.0_64.0	1.8	0.5	35	1381	1231	9	9	0	0.795	0.471	0.477	0.266	0.025	0.795	0.048	0.975
0.375	4.0_64.0	1.8	0.5	42	254	184	12	11	1	0.778	0.42	0.459	0.198	0.142	0.778	0.24	0.858
0.375	8.0_64.0	1.8	0.5	29	124	123	7	7	0	0.806	0.498	0.537	0.304	0.19	0.806	0.308	0.81
0.5	4.0_64.0	1.8	0.5	67	467	355	11	11	0	0.859	0.432	0.469	0.291	0.125	0.859	0.218	0.875
0.5	8.0_64.0	1.8	0.5	46	241	206	6	6	0	0.885	0.461	0.505	0.346	0.16	0.885	0.271	0.84
0.7_0.75	4.0_64.0	1.8	0.5	57	170	114	9	9	0	0.864	0.401	0.489	0.265	0.251	0.864	0.389	0.749
0.7_0.75	8.0_64.0	1.8	0.5	38	91	63	6	6	0	0.864	0.409	0.51	0.273	0.295	0.864	0.44	0.705
1.0	4.0_64.0	1.8	0.5	57	101	65	9	9	0	0.864	0.392	0.526	0.256	0.361	0.864	0.509	0.639
1.0	8.0_64.0	1.8	0.5	38	58	35	6	6	0	0.864	0.376	0.533	0.24	0.396	0.864	0.543	0.604
0.1_0.125	4.0_64.0	1.8	0.6	41	9510	5626	25	25	0	0.621	0.372	0.373	-0.007	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.6	31	6111	3650	13	13	0	0.705	0.374	0.375	0.079	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.6	47	2236	2323	19	19	0	0.712	0.51	0.512	0.222	0.021	0.712	0.041	0.979
0.25	8.0_64.0	1.8	0.6	35	1327	1285	9	9	0	0.795	0.492	0.497	0.287	0.026	0.795	0.05	0.974
0.375	4.0_64.0	1.8	0.6	42	238	200	12	11	1	0.778	0.457	0.492	0.235	0.15	0.778	0.252	0.85
0.375	8.0_64.0	1.8	0.6	29	118	129	7	7	0	0.806	0.522	0.558	0.328	0.197	0.806	0.317	0.803
0.5	4.0_64.0	1.8	0.6	67	440	382	11	11	0	0.859	0.465	0.499	0.324	0.132	0.859	0.229	0.868
0.5	8.0_64.0	1.8	0.6	46	230	217	6	6	0	0.885	0.485	0.527	0.37	0.167	0.885	0.281	0.833
0.7_0.75	4.0_64.0	1.8	0.6	57	159	125	9	9	0	0.864	0.44	0.52	0.304	0.264	0.864	0.404	0.736
0.7_0.75	8.0_64.0	1.8	0.6	38	85	69	6	6	0	0.864	0.448	0.54	0.312	0.309	0.864	0.455	0.691
1.0	4.0_64.0	1.8	0.6	57	98	68	9	9	0	0.864	0.41	0.539	0.274	0.368	0.864	0.516	0.632
1.0	8.0_64.0	1.8	0.6	38	57	36	6	6	0	0.864	0.387	0.54	0.251	0.4	0.864	0.547	0.6
0.1_0.125	4.0_64.0	1.8	0.7	41	9227	5909	25	25	0	0.621	0.39	0.391	0.011	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.8	0.7	31	5926	3835	13	13	0	0.705	0.393	0.394	0.098	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.7	47	2111	2448	19	19	0	0.712	0.537	0.539	0.249	0.022	0.712	0.043	0.978
0.25	8.0_64.0	1.8	0.7	35	1242	1370	9	9	0	0.795	0.525	0.529	0.32	0.027	0.795	0.052	0.973
0.375	4.0_64.0	1.8	0.7	42	227	211	12	11	1	0.778	0.482	0.514	0.26	0.156	0.778	0.26	0.844
0.375	8.0_64.0	1.8	0.7	29	112	135	7	7	0	0.806	0.547	0.58	0.353	0.206	0.806	0.328	0.794
0.5	4.0_64.0	1.8	0.7	67	413	409	11	11	0	0.859	0.498	0.529	0.357	0.14	0.859	0.241	0.86
0.5	8.0_64.0	1.8	0.7	46	219	228	6	6	0	0.885	0.51	0.549	0.395	0.174	0.885	0.291	0.826
0.7_0.75	4.0_64.0	1.8	0.7	57	146	138	9	9	0	0.864	0.486	0.557	0.35	0.281	0.864	0.424	0.719
0.7_0.75	8.0_64.0	1.8	0.7	38	79	75	6	6	0	0.864	0.487	0.571	0.351	0.325	0.864	0.472	0.675
1.0	4.0_64.0	1.8	0.7	57	94	72	9	9	0	0.864	0.434	0.556	0.298	0.377	0.864	0.525	0.623
1.0	8.0_64.0	1.8	0.7	38	55	38	6	6	0	0.864	0.409	0.555	0.273	0.409	0.864	0.555	0.591
0.1_0.125	4.0_64.0	1.8	0.8	41	9016	6120	25	25	0	0.621	0.404	0.405	0.025	0.005	0.621	0.01	0.995
0.1_0.125	8.0_64.0	1.8	0.8	31	5779	3982	13	13	0	0.705	0.408	0.409	0.113	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.8	47	2007	2552	19	19	0	0.712	0.56	0.562	0.272	0.023	0.712	0.045	0.977
0.25	8.0_64.0	1.8	0.8	35	1181	1431	9	9	0	0.795	0.548	0.552	0.343	0.029	0.795	0.056	0.971
0.375	4.0_64.0	1.8	0.8	42	214	224	12	11	1	0.778	0.511	0.541	0.289	0.164	0.778	0.271	0.836
0.375	8.0_64.0	1.8	0.8	29	104	143	7	7	0	0.806	0.579	0.608	0.385	0.218	0.806	0.343	0.782
0.5	4.0_64.0	1.8	0.8	67	381	441	11	11	0	0.859	0.536	0.564	0.395	0.15	0.859	0.255	0.85
0.5	8.0_64.0	1.8	0.8	46	206	241	6	6	0	0.885	0.539	0.575	0.424	0.183	0.885	0.303	0.817
0.7_0.75	4.0_64.0	1.8	0.8	57	133	151	9	9	0	0.864	0.532	0.594	0.396	0.3	0.864	0.445	0.7
0.7_0.75	8.0_64.0	1.8	0.8	38	75	79	6	6	0	0.864	0.513	0.591	0.377	0.336	0.864	0.484	0.664
1.0	4.0_64.0	1.8	0.8	57	86	80	9	9	0	0.864	0.482	0.591	0.346	0.399	0.864	0.546	0.601
1.0	8.0_64.0	1.8	0.8	38	53	40	6	6	0	0.864	0.43	0.569	0.294	0.418	0.864	0.563	0.582
0.1_0.125	4.0_64.0	1.8	0.9	41	8825	6311	25	25	0	0.621	0.417	0.418	0.038	0.005	0.621	0.01	0.995
0.1_0.125	8.0_64.0	1.8	0.9	31	5656	4105	13	13	0	0.705	0.421	0.422	0.126	0.005	0.705	0.01	0.995
0.25	4.0_64.0	1.8	0.9	47	1901	2658	19	19	0	0.712	0.583	0.585	0.295	0.024	0.712	0.046	0.976
0.25	8.0_64.0	1.8	0.9	35	1114	1498	9	9	0	0.795	0.574	0.577	0.369	0.03	0.795	0.058	0.97
0.375	4.0_64.0	1.8	0.9	42	202	236	12	11	1	0.778	0.539	0.565	0.317	0.172	0.778	0.282	0.828
0.375	8.0_64.0	1.8	0.9	29	100	147	7	7	0	0.806	0.595	0.622	0.401	0.225	0.806	0.352	0.775
0.5	4.0_64.0	1.8	0.9	67	354	468	11	11	0	0.859	0.569	0.594	0.428	0.159	0.859	0.268	0.841
0.5	8.0_64.0	1.8	0.9	46	192	255	6	6	0	0.885	0.57	0.603	0.455	0.193	0.885	0.317	0.807
0.7_0.75	4.0_64.0	1.8	0.9	57	126	158	9	9	0	0.864	0.556	0.614	0.42	0.311	0.864	0.457	0.689
0.7_0.75	8.0_64.0	1.8	0.9	38	73	81	6	6	0	0.864	0.526	0.601	0.39	0.342	0.864	0.49	0.658
1.0	4.0_64.0	1.8	0.9	57	77	89	9	9	0	0.864	0.536	0.629	0.4	0.425	0.864	0.57	0.575
1.0	8.0_64.0	1.8	0.9	38	46	47	6	6	0	0.864	0.505	0.62	0.369	0.452	0.864	0.594	0.548
0.1_0.125	4.0_64.0	1.8	1.0	41	8553	6583	25	25	0	0.621	0.435	0.436	0.056	0.005	0.621	0.01	0.995
0.1_0.125	8.0_64.0	1.8	1.0	31	5476	4285	13	13	0	0.705	0.439	0.44	0.144	0.006	0.705	0.012	0.994
0.25	4.0_64.0	1.8	1.0	47	1813	2746	19	19	0	0.712	0.602	0.604	0.314	0.025	0.712	0.048	0.975
0.25	8.0_64.0	1.8	1.0	35	1059	1553	9	9	0	0.795	0.595	0.598	0.39	0.032	0.795	0.062	0.968
0.375	4.0_64.0	1.8	1.0	42	186	252	12	11	1	0.778	0.575	0.598	0.353	0.184	0.778	0.298	0.816
0.375	8.0_64.0	1.8	1.0	29	90	157	7	7	0	0.806	0.636	0.657	0.442	0.244	0.806	0.375	0.756
0.5	4.0_64.0	1.8	1.0	67	330	492	11	11	0	0.859	0.599	0.621	0.458	0.169	0.859	0.282	0.831
0.5	8.0_64.0	1.8	1.0	46	180	267	6	6	0	0.885	0.597	0.627	0.482	0.204	0.885	0.332	0.796
0.7_0.75	4.0_64.0	1.8	1.0	57	115	169	9	9	0	0.864	0.595	0.646	0.459	0.331	0.864	0.479	0.669
0.7_0.75	8.0_64.0	1.8	1.0	38	65	89	6	6	0	0.864	0.578	0.641	0.442	0.369	0.864	0.517	0.631
1.0	4.0_64.0	1.8	1.0	57	74	92	9	9	0	0.864	0.554	0.642	0.418	0.435	0.864	0.579	0.565
1.0	8.0_64.0	1.8	1.0	38	43	50	6	6	0	0.864	0.538	0.642	0.402	0.469	0.864	0.608	0.531
0.1_0.125	4.0_64.0	1.9	0.0	41	11181	3955	25	25	0	0.621	0.261	0.263	-0.118	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.9	0.0	31	7161	2600	13	13	0	0.705	0.266	0.268	-0.029	0.004	0.705	0.008	0.996
0.25	4.0_64.0	1.9	0.0	47	2886	1673	19	19	0	0.712	0.367	0.372	0.079	0.016	0.712	0.031	0.984
0.25	8.0_64.0	1.9	0.0	35	1702	910	9	9	0	0.795	0.348	0.356	0.143	0.02	0.795	0.039	0.98
0.375	4.0_64.0	1.9	0.0	42	305	133	12	11	1	0.778	0.304	0.356	0.082	0.121	0.778	0.209	0.879
0.375	8.0_64.0	1.9	0.0	29	158	89	7	7	0	0.806	0.36	0.417	0.166	0.155	0.806	0.26	0.845
0.5	4.0_64.0	1.9	0.0	67	573	249	11	11	0	0.859	0.303	0.351	0.162	0.105	0.859	0.187	0.895
0.5	8.0_64.0	1.9	0.0	46	298	149	6	6	0	0.885	0.333	0.391	0.218	0.134	0.885	0.233	0.866
0.7_0.75	4.0_64.0	1.9	0.0	57	205	79	9	9	0	0.864	0.278	0.389	0.142	0.218	0.864	0.348	0.782
0.7_0.75	8.0_64.0	1.9	0.0	38	107	47	6	6	0	0.864	0.305	0.429	0.169	0.262	0.864	0.402	0.738
1.0	4.0_64.0	1.9	0.0	57	128	38	9	9	0	0.864	0.229	0.409	0.093	0.308	0.864	0.454	0.692
1.0	8.0_64.0	1.9	0.0	38	73	20	6	6	0	0.864	0.215	0.423	0.079	0.342	0.864	0.49	0.658
0.1_0.125	4.0_64.0	1.9	0.1	41	10992	4144	25	25	0	0.621	0.274	0.275	-0.105	0.004	0.621	0.008	0.996
0.1_0.125	8.0_64.0	1.9	0.1	31	7033	2728	13	13	0	0.705	0.279	0.281	-0.016	0.004	0.705	0.008	0.996
